HSBC,IN38527888,Suspended,4,03/12/2018,asyczews
HSBC,IN37220264,Suspended,4,03/13/2018,gshravya
HSBC,IN38198874,Acknowledged,3,03/13/2018,abek
HSBC,IN38434730,Suspended,4,03/15/2018,asyczews
HSBC,IN37387243,Suspended,4,03/14/2018,serana
HSBC,IN37395972,Suspended,4,03/13/2018,shreyrao
HSBC,IN38093180,Suspended,4,03/14/2018,madziedz
HSBC,IN38387085,Suspended,4,03/15/2018,asyczews
HSBC,IN38507851,Acknowledged,4,03/14/2018,mohmohan
HSBC,IN38093744,Suspended,4,03/13/2018,rajuppal
HSBC,IN38298720,Suspended,4,03/13/2018,gshravya
HSBC,IN38507418,Suspended,4,03/14/2018,schemath
HSBC,IN38510375,Suspended,4,03/13/2018,abek
HSBC,IN38571130,Acknowledged,4,03/14/2018,ramongo
HSBC,IN38587750,Suspended,4,03/14/2018,genagara
HSBC,IN38660430,Suspended,4,03/14/2018,jharmata
HSBC,IN38686092,Suspended,4,03/15/2018,achengal
HSBC,IN38683148,Suspended,4,03/14/2018,jharmata
HSBC,IN38505495,Acknowledged,4,03/14/2018,harsbhat
HSBC,IN38563078,Suspended,4,03/12/2018,bholovko
HSBC,IN38620556,Suspended,4,03/15/2018,rxmeyer
HSBC,IN38661768,Suspended,4,03/14/2018,schemath
HSBC,IN38735431,Suspended,4,03/15/2018,madziedz
HSBC,IN38408502,Suspended,4,03/15/2018,ameleval
HSBC,IN38403344,Acknowledged,4,03/15/2018,kshtepa
HSBC,IN38772608,Acknowledged,4,03/14/2018,harsbhat
HSBC,IN38770418,Suspended,4,03/15/2018,shrearor
HSBC,IN38784712,Suspended,3,03/14/2018,gshravya
HSBC,IN38779016,Suspended,4,03/14/2018,abek
HSBC,IN38807635,Acknowledged,4,03/14/2018,kshtepa
HSBC,IN38811323,Suspended,4,03/14/2018,shrearor
HSBC,IN38637806,Suspended,4,03/13/2018,sathravi
HSBC,IN38639724,Acknowledged,4,03/14/2018,sathravi
HSBC,IN38811074,Acknowledged,4,03/14/2018,"SINGH,YAJAT"
HSBC,IN38803302,Acknowledged,4,03/15/2018,serana
HSBC,IN38798490,Acknowledged,4,03/15/2018,niveas
HSBC,IN38822389,Acknowledged,4,03/15/2018,genagara
HSBC,IN38824376,Acknowledged,4,03/15/2018,genagara
HSBC,IN38816579,Acknowledged,4,03/15/2018,niveas
HSBC,IN38729484,Suspended,4,03/13/2018,gshravya
HSBC,IN37918854,Acknowledged,4,03/13/2018,ameleval
HSBC,IN38693422,Suspended,4,03/11/2018,abek
HSBC,IN38722379,Suspended,4,03/15/2018,asyczews
HSBC,IN38718741,Acknowledged,4,03/15/2018,ramongo
HSBC,IN38811949,Acknowledged,4,03/14/2018,bbarzola
HSBC,IN38826129,Acknowledged,4,03/15/2018,achengal
HSBC,IN38820519,Acknowledged,4,03/15/2018,gshravya
HSBC,IN38601489,Suspended,4,03/14/2018,asyczews
HSBC,IN38683950,Suspended,4,03/14/2018,harsbhat
HSBC,IN37962490,Suspended,4,03/15/2018,madziedz
HSBC,IN38383232,Suspended,4,03/12/2018,asyczews
HSBC,IN38705188,Suspended,4,03/14/2018,schemath
HSBC,IN38705449,Suspended,3,03/14/2018,achengal
HSBC,IN38771958,Suspended,4,03/14/2018,jharmata
HSBC,IN38665253,Suspended,4,03/14/2018,harsbhat
HSBC,IN38701427,Suspended,4,03/14/2018,genagara
HSBC,IN38715709,Acknowledged,4,03/13/2018,gshravya
HSBC,IN38496656,Acknowledged,4,03/14/2018,ramongo
HSBC,IN38774990,Suspended,4,03/14/2018,madziedz
HSBC,IN38767282,Suspended,4,03/15/2018,sfarisk
HSBC,IN38771771,Suspended,4,03/14/2018,madziedz
HSBC,IN38776563,Acknowledged,4,03/13/2018,azeppuha
HSBC,IN38780313,Acknowledged,4,03/14/2018,bbarzola
HSBC,IN38783720,Acknowledged,4,03/13/2018,mastylia
HSBC,IN38783410,Suspended,4,03/15/2018,"HALL,TRACI"
HSBC,IN38704266,Suspended,4,03/14/2018,kric
HSBC,IN38691159,Suspended,4,03/12/2018,abek
HSBC,IN38743451,Acknowledged,4,03/14/2018,abvp
HSBC,IN38783303,Suspended,4,03/15/2018,genagara
HSBC,IN38808734,Suspended,4,03/14/2018,schemath
HSBC,IN38803362,Suspended,3,03/15/2018,amasarda
HSBC,IN38811943,Acknowledged,4,03/14/2018,lakshjai
HSBC,IN38809057,Suspended,4,03/15/2018,amasarda
HSBC,IN38815438,Acknowledged,4,03/15/2018,rahulsah
HSBC,IN38820927,Acknowledged,4,03/15/2018,svenkatt
HSBC,IN38812877,Acknowledged,4,03/14/2018,bbarzola
IN38825389,,,2018-03-1513:53:10,03/15/2018,2018-03-1514:50:39
HSBC,IN38817937,Acknowledged,4,03/15/2018,serana
HSBC,IN37059431,Acknowledged,4,03/14/2018,harsbhat
HSBC,IN38768212,Acknowledged,4,03/14/2018,mohmohan
HSBC,IN38775311,Suspended,4,03/15/2018,krisjosh
HSBC,IN38790281,Suspended,4,03/15/2018,schemath
HSBC,IN38776522,Acknowledged,4,03/14/2018,svenkatt
HSBC,IN38811736,Acknowledged,4,03/14/2018,bbarzola
HSBC,IN38806233,Acknowledged,4,03/14/2018,ramongo
HSBC,IN38820973,Suspended,4,03/15/2018,achengal
HSBC,IN38818091,Acknowledged,4,03/15/2018,serana
HSBC,IN38824318,Acknowledged,4,03/15/2018,ramongo
HSBC,IN38528278,Suspended,4,03/11/2018,abek
HSBC,IN38663146,Suspended,4,03/12/2018,bholovko
HSBC,IN38660626,Suspended,4,03/13/2018,gshravya
HSBC,IN38687136,Suspended,4,03/14/2018,krisjosh
HSBC,IN38736431,Suspended,4,03/15/2018,asyczews
HSBC,IN38734192,Acknowledged,4,03/14/2018,svenkatt
HSBC,IN38809817,Suspended,4,03/14/2018,schemath
HSBC,IN38816578,Acknowledged,4,03/15/2018,serana
HSBC,IN38812520,Acknowledged,4,03/15/2018,azeppuha
HSBC,IN38819022,Acknowledged,4,03/15/2018,krisjosh
IN38825337,,,2018-03-1513:51:46,03/15/2018,2018-03-1515:08:16
HSBC,IN38737817,Suspended,4,03/14/2018,jharmata
HSBC,IN38768748,Suspended,4,03/14/2018,achengal
